day.dec,latitude,N/S,longitude,E/W,GPSfix,NSats,HDOP,elevation
736382.67625,37.90560816666667,N,107.70791966666667,W,1,8,1.34,3344.6
736382.676261574,37.90560716666667,N,107.70791983333334,W,1,8,1.34,3344.7
736382.6762731482,37.9056065,N,107.707921,W,1,8,1.34,3345.2
736382.6762847222,37.905607333333336,N,107.70792216666666,W,1,8,1.34,3346.3
736382.6762962963,37.905607333333336,N,107.7079265,W,1,8,1.34,3347.6
736382.6763078704,37.9056065,N,107.707918,W,1,8,1.34,3345.7
736382.6763194444,37.905611,N,107.70791066666666,W,1,8,1.34,3345.3
736382.6763310186,37.90561133333333,N,107.70790783333334,W,1,8,1.34,3345.4
736382.6763425926,37.9056115,N,107.70790866666667,W,1,8,1.34,3345.9
736382.6763541667,37.905612166666664,N,107.70790916666667,W,1,8,1.34,3346.3
736382.6763657407,37.9056135,N,107.70791366666667,W,1,8,1.34,3347.5
736382.6763773148,37.90561266666667,N,107.70791516666667,W,1,8,1.34,3348.0
736382.6763888889,37.905614166666666,N,107.70791183333333,W,1,8,1.34,3347.8
736382.676400463,37.9056135,N,107.70791283333334,W,1,8,1.34,3348.6
736382.676412037,37.9056115,N,107.70791216666667,W,1,8,1.34,3348.1
736382.6764236111,37.905607,N,107.70791366666667,W,1,8,1.34,3348.4
736382.6764351851,37.905605333333334,N,107.70791433333333,W,1,8,1.34,3348.7
736382.6764467593,37.905605333333334,N,107.70791483333333,W,1,8,1.34,3349.3
736382.6764583334,37.905604833333335,N,107.70791783333334,W,1,8,1.34,3350.6
736382.6764699074,37.905606,N,107.70792116666667,W,1,8,1.34,3352.0
736382.6764814815,37.90560633333333,N,107.70792066666667,W,1,8,1.34,3352.5
736382.6764930555,37.905605666666666,N,107.70792116666667,W,1,8,1.34,3353.1
736382.6765046297,37.905607833333335,N,107.70791883333334,W,1,8,1.34,3353.1
736382.6765162037,37.90560816666667,N,107.7079175,W,1,8,1.34,3353.2
736382.6765277778,37.905609,N,107.70791583333333,W,1,8,1.34,3353.3
736382.6765393518,37.90561016666667,N,107.707919,W,1,8,1.34,3353.7
736382.676550926,37.905610833333334,N,107.70792066666667,W,1,8,1.58,3354.1
736382.6765625,37.90561066666667,N,107.70792083333333,W,1,8,1.58,3353.9
736382.6765740741,37.9056105,N,107.7079175,W,1,8,1.34,3354.2
736382.6765856481,37.90560966666666,N,107.70791583333333,W,1,8,1.34,3354.0
736382.6765972222,37.90560766666667,N,107.707914,W,1,8,1.34,3353.1
736382.6766087963,37.905607,N,107.70791383333334,W,1,8,1.34,3352.9
736382.6766203704,37.90560816666667,N,107.70791483333333,W,1,8,1.34,3352.9
736382.6766319445,37.9056095,N,107.70791416666667,W,1,8,1.34,3352.7
736382.6766435185,37.905612,N,107.70790916666667,W,1,8,1.34,3351.9
736382.6766550926,37.905613333333335,N,107.70790933333333,W,1,8,1.34,3352.5
736382.6766666666,37.905613333333335,N,107.7079105,W,1,8,1.34,3352.7
736382.6766782408,37.905613833333334,N,107.7079075,W,1,8,1.34,3352.2
736382.6766898148,37.90561866666667,N,107.70790766666667,W,1,8,1.34,3352.5
736382.6767013889,37.905623,N,107.70791333333334,W,1,8,1.34,3353.0
736382.6767129629,37.90562633333333,N,107.70791483333333,W,1,8,1.34,3353.0
736382.676724537,37.9056325,N,107.70790983333333,W,1,8,1.34,3352.3
736382.676736111,37.905634166666665,N,107.70790833333334,W,1,8,1.34,3352.1
736382.6767476852,37.90563516666667,N,107.70791083333333,W,1,8,1.34,3353.2
736382.6767592593,37.90563516666667,N,107.70791066666666,W,1,8,1.34,3352.8
736382.6767708333,37.90563516666667,N,107.70791116666666,W,1,8,1.34,3352.7
736382.6767824074,37.905633333333334,N,107.70791133333333,W,1,8,1.57,3353.0
736382.6767939815,37.9056355,N,107.70791233333334,W,1,8,1.34,3352.7
736382.6768055556,37.905633,N,107.70791433333333,W,1,8,1.34,3352.6
736382.6768171296,37.905633333333334,N,107.70791466666667,W,1,8,1.34,3352.8
736382.6768287037,37.90563383333333,N,107.70791466666667,W,1,8,1.34,3352.9
736382.6768402777,37.905635333333336,N,107.70791483333333,W,1,8,1.34,3353.4
736382.6768518519,37.905635,N,107.70791366666667,W,1,8,1.34,3353.3
736382.6768634259,37.905634666666664,N,107.7079135,W,1,8,1.34,3353.2
736382.676875,37.905634,N,107.707914,W,1,8,1.34,3353.2
736382.676886574,37.90563383333333,N,107.707916,W,1,8,1.34,3353.0
736382.6768981481,37.90563183333333,N,107.70791816666667,W,1,8,1.34,3352.9
736382.6769097223,37.905627333333335,N,107.70791583333333,W,1,8,1.34,3352.4
736382.6769212963,37.9056275,N,107.70791516666667,W,1,8,1.34,3352.4
736382.6769328704,37.905633,N,107.70791333333334,W,1,8,1.34,3352.1
736382.6769444444,37.905632833333335,N,107.707913,W,1,8,1.34,3351.6
736382.6769560185,37.90563233333334,N,107.7079075,W,1,8,1.34,3350.2
736382.6769675926,37.905629833333336,N,107.7079055,W,1,8,1.34,3349.5
736382.6769791667,37.905629,N,107.7079095,W,1,8,1.34,3350.5
736382.6769907407,37.90563133333333,N,107.70790933333333,W,1,8,1.34,3350.8
736382.6770023148,37.905631666666665,N,107.70791,W,1,8,1.34,3350.1
736382.6770138888,37.90562933333333,N,107.70791116666666,W,1,8,1.34,3349.6
736382.677025463,37.90562933333333,N,107.707913,W,1,8,1.34,3350.1
736382.6770370371,37.905629166666664,N,107.70791183333333,W,1,8,1.34,3350.4
736382.6770486111,37.90562883333333,N,107.70791133333333,W,1,8,1.34,3350.3
736382.6770601852,37.905627,N,107.7079105,W,1,8,1.34,3349.8
736382.6770717592,37.90562466666667,N,107.70791016666666,W,1,8,1.34,3349.2
736382.6770833334,37.90562366666666,N,107.70791116666666,W,1,8,1.34,3349.0
736382.6770949074,37.905623166666665,N,107.70791166666666,W,1,8,1.34,3349.0
736382.6771064815,37.9056235,N,107.7079105,W,1,8,1.34,3348.7
